Index,Price (in lakhs),City,Floor (Ratio),Furnishing,facing,Bathroom,Balcony,Car Parking,Ownership,BHK,Location,Final Carpet Area (in sqft),CurrentFloor,Transaction,Garden/Park,Main Road,Not Available,Pool,Group
176,28.0,bhiwandi,0.5,2,-1,2,0,-1,-1,1.0,S S Apartment Near Lodha gate no2 Upper Thane Bhiwandi,528.0,2.0,0,0,0,0,0,0-99
177,14.0,bhiwandi,0.6666666666666666,0,-1,1,0,-1,0,1.0,Mankoli,360.0,2.0,1,0,0,0,0,0-99
178,62.0,bhiwandi,0.5,2,225,2,0,-1,1,1.0,Lodha Upper Thane Mankoli,480.0,9.0,0,1,1,0,1,0-99
179,70.0,bhiwandi,0.45,1,-1,2,0,-1,-1,2.0,lodha upper thane Bhiwandi,580.0,9.0,0,0,0,0,0,0-99
180,35.0,jodhpur,0.5555555555555556,1,-1,2,2,-1,0,2.0,Pal Gaon,800.0,5.0,0,1,1,0,0,0-99
181,40.0,jodhpur,0.3333333333333333,0,-1,2,1,-1,-1,2.0,Pal Road,1150.0,1.0,0,0,0,0,0,0-99
182,32.0,jodhpur,1.0,0,270,2,2,-1,0,2.0,Valley Jodhpur,1000.0,2.0,0,1,1,0,0,0-99
183,105.0,jodhpur,1.0,0,0,4,4,-1,1,4.0,Pal Road,1850.0,4.0,0,1,1,0,1,0-99
184,37.0,jodhpur,0.2222222222222222,0,90,3,0,1,0,3.0,"shobhatiyon ki dhani, Jodhpur Jodhpur",629.0,2.0,0,1,0,0,0,0-99
185,17.0,jodhpur,0.25,2,-1,1,0,-1,-1,1.0,Sangariya,280.0,1.0,0,0,0,0,0,0-99
186,160.0,jodhpur,0.0,0,270,2,1,-1,0,3.0,Shashtri Nagar,1500.0,0.0,0,0,1,0,0,0-99
187,15.0,jodhpur,0.2,2,-1,1,0,-1,-1,1.0,Arihant Anchal Jhanwar Road,304.0,1.0,0,0,0,0,0,0-99
188,30.0,jodhpur,0.4,2,-1,2,1,-1,-1,2.0,jai ambay residency Jodhpur,800.0,2.0,0,0,0,0,0,0-99
189,55.0,jodhpur,0.2727272727272727,1,0,2,4,-1,-1,2.0,Mangaldeep Majestick Vaishnav Colony,1000.0,3.0,0,0,0,0,0,0-99
190,40.0,jodhpur,1.0,1,-1,2,0,-1,-1,2.0,Vimlaanchal 2/3 BHK Flats Jodhpur,806.4000000000001,7.0,0,0,0,0,0,0-99
191,38.0,jodhpur,0.3571428571428572,0,270,2,3,-1,0,2.0,Mangaldeep Palbalaji Pal Road,1040.0,5.0,0,0,1,0,0,0-99
192,25.0,jodhpur,0.6363636363636364,1,-1,2,0,-1,-1,2.0,Marwar Apartment Sector 14 Chopasni Housing Board,800.0,7.0,0,0,0,0,0,0-99
193,31.0,jodhpur,,-1,-1,0,0,-1,-1,1.0,"Johari Apartment,opp.Khass Bagh, Ratanada Jodhpur",396.0,,0,0,0,0,0,0-99
194,45.0,jodhpur,1.0,0,-1,3,3,1,-1,3.0,Jodhpur,1000.0,5.0,0,0,0,0,0,0-99
195,70.0,jodhpur,0.25,1,-1,3,0,-1,-1,3.0,Ratanada,960.0,1.0,0,0,0,0,0,0-99
196,25.0,jodhpur,0.0,2,-1,2,0,-1,-1,2.0,Jhanwar Rd Jodhpur,720.0,0.0,0,0,0,0,0,0-99
197,23.5,jodhpur,0.75,1,-1,2,0,-1,-1,2.0,Dharti Angan Jhalamand Circle,506.4,3.0,0,0,0,0,0,0-99
198,25.0,jodhpur,0.0,2,-1,2,0,-1,-1,2.0,Chaukhan,480.0,0.0,0,0,0,0,0,0-99
199,55.0,jodhpur,0.5555555555555556,2,-1,2,0,-1,-1,3.0,Chopasni Housing Board,880.0,5.0,0,0,0,0,0,0-99
200,23.0,jodhpur,0.3333333333333333,0,-1,2,1,-1,0,1.0,UDHIYAN APARTMENT 21 SECOTER CHB Pal Road,592.0,1.0,0,0,1,0,0,0-99
201,29.0,jodhpur,0.1,1,-1,2,0,-1,-1,2.0,Love home Jodhpur,560.0,1.0,0,0,0,0,0,0-99
202,55.0,jodhpur,0.75,0,90,2,2,-1,0,2.0,Jeet Apartment Jodhpur,800.0,3.0,0,0,0,0,0,0-99
203,65.0,jodhpur,0.25,0,225,3,2,-1,0,3.0,Sanjivani residency Jodhpur,1070.4,1.0,0,0,0,0,0,0-99
204,8.0,jodhpur,0.7777777777777778,0,-1,1,0,-1,-1,1.0,Veetrag City Pal Road,292.8,7.0,0,0,0,0,0,0-99
205,70.0,jodhpur,0.625,2,-1,3,0,-1,-1,2.0,Veetrag City Pal Road,1076.0,10.0,1,0,0,0,0,0-99
206,84.4,jodhpur,0.4166666666666667,1,-1,4,0,-1,-1,4.0,Veetrag City Pal Road,1920.0,5.0,0,0,0,0,0,0-99
207,45.0,jodhpur,0.3333333333333333,1,-1,3,2,-1,-1,3.0,Parsvnath City,1530.0,1.0,0,0,0,0,0,0-99
208,50.0,jodhpur,0.2727272727272727,0,-1,2,2,1,-1,3.0,New Pali Road,1120.0,3.0,0,0,0,0,0,0-99
209,54.0,jodhpur,0.8,1,0,2,2,0,0,3.0,Ashiana Dwarka Pal Road,1224.0,4.0,0,1,0,0,0,0-99
210,57.0,jodhpur,0.3333333333333333,2,90,3,0,1,-1,3.0,Kasturi Residency ,1048.0,1.0,0,1,0,0,0,0-99
211,25.0,jodhpur,0.6666666666666666,0,-1,2,0,-1,-1,2.0,Parsvnath City,600.0,2.0,0,0,0,0,0,0-99
212,101.0,jodhpur,0.5,1,0,3,3,-1,-1,2.0,Sardarpura,870.4000000000001,3.0,0,0,1,0,0,0-99
213,61.0,jodhpur,0.9333333333333333,1,-1,2,3,0,0,2.0,Mangaldeep Palbalaji Pal Road,1298.0,14.0,0,0,0,0,0,0-99
214,41.0,jodhpur,1.0,2,-1,2,1,-1,-1,2.0,Sardarpura,900.0,5.0,0,0,0,0,0,0-99
215,31.0,jodhpur,0.3333333333333333,1,315,2,2,-1,0,2.0,Pal Gaon,776.0,3.0,0,1,0,0,0,0-99
216,17.5,jodhpur,0.3333333333333333,0,-1,2,0,-1,-1,2.0,Parsvnath City,612.0,1.0,0,0,0,0,0,0-99
217,20.0,jodhpur,0.0,1,-1,1,1,-1,-1,2.0,City Homes Mandore,100.0,0.0,0,0,0,0,0,0-99
218,22.0,jodhpur,1.0,0,-1,2,0,-1,-1,2.0,Parsvnath City,612.0,2.0,0,0,0,0,0,0-99
219,31.0,jodhpur,0.6,1,-1,1,0,-1,-1,2.0,Ratanada,544.0,3.0,0,0,0,0,0,0-99
220,180.0,jodhpur,1.0,2,270,5,3,-1,0,6.0,Gulab Nagar,110.0,3.0,1,0,0,0,0,0-99
221,45.0,jodhpur,1.0,1,-1,2,2,-1,0,2.0,Circuit House Road,900.0,3.0,0,0,0,0,0,0-99
222,15.5,jodhpur,1.0,0,90,1,2,-1,0,1.0,Ashapurna Nanomax Ratanada,485.6,2.0,0,0,0,0,0,0-99
223,125.0,jodhpur,0.6666666666666666,1,135,3,2,-1,0,3.0,Umaid Heritage Ratanada,1260.0,2.0,0,1,1,0,0,0-99
224,40.0,jodhpur,0.75,2,-1,2,0,-1,-1,2.0,"Ratanada, Jodhpur Jodhpur",640.0,3.0,0,0,0,0,0,0-99
225,9.0,jodhpur,0.0,0,-1,1,0,-1,-1,1.0,Kudi Bhagtasni Housing Board,263.2,0.0,0,0,0,0,0,0-99
226,75.0,jodhpur,1.0,1,-1,4,3,-1,-1,4.0,Pal Road,1092.0,9.0,0,0,0,0,0,0-99
227,60.0,jodhpur,0.4615384615384616,1,-1,2,0,-1,-1,2.0,Veetrag City Pal Road,1076.0,6.0,0,0,0,0,0,0-99
228,63.0,jodhpur,0.5,1,90,3,0,1,1,3.0,"Sanjivani residency Vidhya Nagar, Jodhpur Jodhpur",1070.4,2.0,0,0,0,0,0,0-99
229,27.0,jodhpur,0.6666666666666666,1,-1,2,0,-1,-1,2.0,New Pali Road,572.0,2.0,0,0,0,0,0,0-99
230,60.0,jodhpur,0.6666666666666666,2,90,2,1,-1,-1,2.0,C Road Sardarpura,960.0,2.0,0,1,1,0,0,0-99
231,33.0,jodhpur,1.0,1,-1,2,0,-1,-1,2.0,Vinayak Nagar,680.0,3.0,0,0,0,0,0,0-99
232,28.0,jodhpur,0.0,1,0,1,1,-1,0,2.0,Ashapurna City Pal Road,1250.0,0.0,0,0,1,0,0,0-99
233,35.0,jodhpur,1.0,1,-1,3,0,0,-1,3.0,Adeshwar nagar Jodhpur,960.0,3.0,0,0,0,0,0,0-99
234,26.0,jodhpur,1.0,0,-1,2,0,-1,-1,2.0,Parsvnath City,612.0,2.0,0,0,0,0,0,0-99
235,15.0,jodhpur,0.5,0,-1,2,0,-1,-1,2.0,Anganwa,700.0,2.0,0,0,0,0,0,0-99
236,15.0,jodhpur,0.6666666666666666,0,-1,2,0,-1,-1,2.0,Anganwa,560.0,2.0,0,0,0,0,0,0-99
237,18.0,jodhpur,1.0,2,90,1,1,-1,0,1.0,New Pali Road,388.8,4.0,1,0,1,0,0,0-99
238,42.0,jodhpur,0.4166666666666667,0,0,2,0,0,0,2.0,Ashiana Dwarka Pal Road,800.0,5.0,0,1,0,0,0,0-99
239,26.0,jodhpur,0.0,0,-1,2,0,-1,-1,2.0,Kudi Bhagtasni Housing Board,0.0,0.0,0,0,0,0,0,0-99
240,127.0,kozhikode,0.2777777777777778,2,0,3,1,1,0,3.0,Palazhi,1450.0,5.0,0,0,1,0,0,0-99
241,55.0,kozhikode,0.5,2,315,2,1,1,0,2.0,East Hill,1050.0,6.0,0,1,1,0,1,0-99
242,87.0,kozhikode,,0,-1,2,1,1,2,2.0,Karaparamba,1087.2,,0,1,1,0,1,0-99
243,62.8,kozhikode,,1,-1,2,0,1,-1,2.0,Silver Linden Meenchanda,868.0,,1,0,0,0,0,0-99
244,59.0,kozhikode,0.631578947368421,1,315,2,1,1,0,2.0,Silver Linden Meenchanda,1000.0,12.0,0,0,1,0,0,0-99
245,52.0,kozhikode,0.2777777777777778,1,315,2,1,1,0,2.0,Landmark Metropolis Jawahar Nagar,1074.0,5.0,0,0,1,0,0,0-99
246,42.0,kozhikode,0.5,1,225,3,0,-1,0,2.0,Malaparamba,950.0,2.0,0,0,1,0,0,0-99
247,88.0,kozhikode,0.9230769230769231,0,-1,2,0,-1,-1,3.0,Sarovaram BioPark,1220.0,12.0,0,0,0,0,0,0-99
248,60.0,kozhikode,0.5,2,-1,3,0,-1,-1,2.0,Kannadikkal,997.6,1.0,0,0,0,0,0,0-99
249,45.0,kozhikode,0.75,1,90,2,0,1,0,2.0,Nadakkave,829.6,3.0,0,0,0,0,0,0-99
250,87.0,kozhikode,0.5454545454545454,2,0,3,2,-1,0,3.0,Skyline Palace Heights Nadakkave,1550.0,6.0,1,1,1,0,0,0-99
251,115.0,kozhikode,0.3076923076923077,0,-1,3,3,-1,-1,3.0,Sarovaram BioPark,1600.0,4.0,0,0,0,0,0,0-99
252,22.0,kozhikode,1.0,0,-1,2,0,-1,-1,2.0,Bilathikkulam,560.0,3.0,0,0,0,0,0,0-99
253,70.0,kozhikode,0.1428571428571428,1,-1,3,0,-1,-1,3.0,Nadakkave,1148.0,2.0,0,0,0,0,0,0-99
254,80.0,kozhikode,0.2,1,90,2,2,-1,0,2.0,Vellayil,1048.0,4.0,0,0,1,0,0,0-99
255,153.0,kozhikode,,2,-1,4,0,1,-1,4.0,One Anthem Nellikkode,1783.2,,1,0,0,0,0,0-99
256,60.0,kozhikode,0.3333333333333333,2,-1,2,0,-1,0,3.0,Chalapuram,1180.0,1.0,0,0,1,0,0,0-99
257,92.0,kozhikode,0.4166666666666667,1,315,3,1,1,0,2.0,Thondayad,1300.0,10.0,1,1,0,0,0,0-99
258,110.0,kozhikode,0.1818181818181818,0,-1,3,0,-1,-1,3.0,Kallai,1760.0,2.0,0,0,0,0,0,0-99
259,48.0,kozhikode,0.5416666666666666,1,315,1,1,-1,0,1.0,Thondayad,680.0,13.0,1,1,0,0,0,0-99
260,98.0,kozhikode,0.3888888888888889,0,0,3,1,1,-1,3.0,Thondayad,1550.0,7.0,0,0,1,0,0,0-99
261,70.0,kozhikode,,0,-1,2,1,1,0,2.0,Hilite Residency Thondayad,995.2,,1,0,0,0,0,0-99
262,80.0,kozhikode,0.4375,2,0,3,1,1,-1,3.0,YMCA Road,1450.0,7.0,0,0,1,0,0,0-99
263,80.0,kozhikode,0.2173913043478261,0,-1,2,0,-1,-1,2.0,Ashokapuram,912.0,5.0,0,0,0,0,0,0-99
264,85.0,kozhikode,0.1,1,-1,2,1,1,0,2.0,Hilite Residency Thondayad,1000.0,2.0,1,1,1,0,1,0-99
265,58.0,kozhikode,0.5,0,-1,4,2,-1,-1,3.0,Chevayoor,1095.2,4.0,0,0,0,0,0,0-99
266,45.0,kozhikode,0.8888888888888888,1,-1,2,0,-1,-1,2.0,Govindapuram,808.0,8.0,0,0,0,0,0,0-99
267,79.5,kozhikode,0.2631578947368421,2,-1,2,1,1,0,2.0,Hilite Residency Thondayad,950.0,5.0,0,1,1,0,0,0-99
268,135.0,kozhikode,0.4583333333333333,1,315,3,1,-1,0,3.0,Crescent Platinum Ashokapuram,1550.0,11.0,0,1,0,0,1,0-99
269,342.0,kozhikode,1.0,2,-1,4,0,-1,-1,5.0,Ritz Marina West Hill,3600.0,1.0,0,0,0,0,0,0-99
270,160.0,kozhikode,,-1,-1,0,0,-1,-1,4.0,Asset Gulmohar Panniyankara,1748.0,,0,0,0,0,0,0-99
271,125.0,kozhikode,0.07692307692307693,2,90,2,0,-1,-1,2.0,Crescent Zinnia Kozhikode,920.0,1.0,0,0,0,0,0,0-99
272,55.0,kozhikode,0.0,0,-1,2,0,-1,-1,2.0,Nadakkave,880.0,0.0,0,0,0,0,0,0-99
273,46.0,kozhikode,0.0,0,0,2,1,-1,0,2.0,Kallai,950.0,0.0,0,1,1,0,0,0-99
274,150.0,kozhikode,0.5714285714285714,0,90,3,1,1,0,3.0,Pottammal,1000.0,12.0,1,0,1,0,0,0-99
275,79.0,kozhikode,0.5333333333333333,2,0,2,1,1,0,2.0,Pottammal,1250.0,8.0,0,0,1,0,0,0-99
276,150.0,kozhikode,,-1,-1,0,0,-1,-1,3.0,Tcone Skywalk apartment Kozhikode,1424.0,,0,0,0,0,0,0-99
277,320.0,kozhikode,0.5294117647058824,0,-1,4,2,-1,0,4.0,Magnum Opus Vellayil,3000.0,18.0,0,0,0,0,0,0-99
278,69.0,kozhikode,0.7222222222222222,2,315,2,1,1,0,2.0,Mananchira,1110.0,13.0,0,1,1,0,0,0-99
279,52.0,kozhikode,0.1333333333333333,2,315,2,1,1,0,2.0,Puthiyangadi,1000.0,2.0,0,1,1,0,0,0-99
280,95.0,kozhikode,0.2105263157894737,1,315,3,1,1,0,3.0,Thondayad,1550.0,4.0,0,0,1,0,0,0-99
281,90.0,kozhikode,0.8,0,-1,4,2,-1,0,3.0,Karaparamba,1543.0,8.0,1,0,0,0,0,0-99
282,92.0,kozhikode,0.96,1,-1,2,3,-1,0,2.0,Landmark World Thondayad,1120.0,24.0,1,1,1,0,1,0-99
283,50.0,kozhikode,0.2,0,-1,2,1,-1,-1,2.0,Peruvayal,900.0,1.0,0,1,0,0,1,0-99
284,,kozhikode,0.25,1,-1,0,1,-1,-1,2.0,Peruvayal,830.0,1.0,0,0,0,0,0,0-99
285,90.0,kozhikode,0.08333333333333333,0,-1,4,1,-1,-1,4.0,Galaxy Kozhikode,1800.0,1.0,0,0,0,0,0,0-99
286,78.0,kozhikode,0.7142857142857143,0,-1,2,1,-1,-1,2.0,Confident Exotica Apartments Kottooli,769.0,10.0,1,1,0,0,1,0-99
287,98.0,kozhikode,,0,315,3,1,1,0,3.0,Hilite Residency Thondayad,1454.0,,1,0,0,0,0,0-99
288,60.0,kozhikode,0.5,0,-1,3,2,-1,-1,2.0,Silver Oak Paroppady Paroppadi,900.0,4.0,0,0,0,0,0,0-99
289,130.0,kozhikode,1.0,0,90,2,1,-1,0,2.0,Malabar Builders Royal Mulberry Karaparamba,1279.0,10.0,1,1,1,0,1,0-99
290,120.0,kozhikode,0.3076923076923077,0,-1,3,3,-1,-1,3.0,Sarovaram BioPark,1600.0,4.0,0,0,0,0,0,0-99
291,70.0,kozhikode,0.6666666666666666,2,-1,3,2,-1,-1,2.0,Thondayad,1350.0,12.0,0,0,0,0,0,0-99
292,60.0,kozhikode,0.5,2,-1,3,1,-1,-1,3.0,Peruvayal,0.0,2.0,0,0,0,0,0,0-99
293,120.0,kozhikode,0.4166666666666667,0,-1,4,3,-1,-1,3.0,Vellayil,1350.4,5.0,0,0,0,0,0,0-99
294,60.0,kozhikode,0.5,1,-1,2,0,-1,-1,2.0,Pantheerankavu,880.0,7.0,0,0,0,0,0,0-99
295,76.0,kozhikode,0.5,0,-1,3,1,-1,0,2.0,Confident Exotica Apartments Kottooli,748.0,7.0,0,1,1,0,1,0-99
296,90.0,kozhikode,0.2857142857142857,0,0,2,2,1,0,2.0,Hilite Residency Thondayad,979.2,2.0,0,1,1,0,1,0-99
297,100.0,kozhikode,0.05,2,315,3,1,1,0,3.0,Hilite Residency Thondayad,1200.0,1.0,1,1,1,0,1,0-99
298,73.0,kozhikode,0.6,1,-1,2,1,1,0,2.0,Hilite Residency Thondayad,1150.0,12.0,1,1,1,0,1,0-99
299,50.0,kozhikode,0.7142857142857143,1,-1,2,0,-1,-1,3.0,Arayidathupalam,1456.0,5.0,0,0,0,0,0,0-99
300,70.0,madurai,1.0,0,-1,2,0,-1,-1,2.0,Narimedu,1000.0,4.0,0,0,0,0,0,0-99
301,,madurai,1.0,0,-1,3,0,-1,-1,3.0,Aruppukottai Road,800.0,1.0,0,0,0,0,0,0-99
302,75.0,madurai,0.5,2,-1,2,1,-1,-1,3.0,Iyer Bungalow,1540.0,2.0,0,0,0,0,0,0-99
303,16.5,madurai,0.3333333333333333,1,90,1,1,0,-1,1.0,Thiru Nagar,348.8,1.0,0,0,0,0,0,0-99
304,40.0,madurai,0.6,1,90,2,2,1,0,2.0,Aparna paradise phase 4 Madurai,920.0,3.0,0,0,0,0,0,0-99
305,65.0,madurai,0.6,1,-1,2,1,-1,-1,2.0,Satyasai Nagar Madurai,1110.0,3.0,0,0,0,0,0,0-99
306,66.0,madurai,0.6,1,-1,2,0,1,-1,2.0,"Bharath towers, Ss colony Madurai",868.0,3.0,0,0,0,0,0,0-99
307,160.0,madurai,0.0,0,0,9,2,-1,0,,Virattipathu,2200.0,0.0,0,1,0,0,0,0-99
308,50.0,madurai,0.5,0,180,2,0,1,0,2.0,"P and T Nagar Road, Madurai Madurai",704.0,1.0,0,1,1,0,0,0-99
309,52.0,madurai,1.0,0,-1,2,2,-1,-1,2.0,Housing board flat Madurai,700.0,2.0,0,0,0,0,0,0-99
310,65.0,madurai,0.0,1,0,2,0,-1,2,2.0,Madakkulam,900.0,0.0,0,0,1,0,0,0-99
311,38.0,madurai,0.3333333333333333,0,-1,1,1,-1,-1,1.0,gyanaolivupuram housing board plot no C4/7 Madurai,400.0,1.0,0,0,0,0,0,0-99
312,55.0,madurai,0.6666666666666666,0,180,2,1,-1,0,2.0,Fortune Residency Kovalan Nagar,1000.0,2.0,0,0,0,0,0,0-99
313,77.0,madurai,0.2,2,90,3,2,-1,-1,3.0,S S colony,1380.0,1.0,0,0,0,0,0,0-99
314,31.5,madurai,0.25,-1,-1,2,0,-1,-1,1.0,Andalpuram,520.0,1.0,0,0,0,0,0,0-99
315,33.5,madurai,1.0,-1,-1,2,0,-1,-1,1.0,Andalpuram,520.0,4.0,0,0,0,0,0,0-99
316,6.0,madurai,0.0,0,-1,2,0,-1,-1,2.0,Lalapuram Thirumangalam Madurai,1200.0,0.0,0,0,0,0,0,0-99
317,,madurai,,-1,-1,1,0,-1,-1,1.0,Ellis Nagar,600.0,,0,0,0,0,0,0-99
318,38.0,madurai,0.6,-1,-1,2,0,-1,-1,2.0,Pudur,686.4000000000001,3.0,0,0,0,0,0,0-99
319,80.0,madurai,0.25,-1,-1,2,0,-1,-1,3.0,Andalpuram,1019.2,1.0,0,0,0,0,0,0-99
320,25.0,madurai,0.0,0,0,2,1,-1,0,2.0,Pasumalai,675.0,0.0,0,1,1,0,0,0-99
321,85.0,madurai,,2,-1,4,1,-1,-1,4.0,Iyer Bungalow,1750.0,,0,0,0,0,0,0-99
322,60.0,madurai,0.8,1,180,2,2,-1,0,2.0,Surya nagar,1061.0,4.0,0,0,1,0,0,0-99
323,,madurai,0.3333333333333333,1,-1,2,0,-1,-1,2.0,Madurai,864.0,2.0,0,0,0,0,0,0-99
324,25.0,madurai,1.0,1,180,2,2,0,0,2.0,Vilachery Madurai,780.0,4.0,0,0,0,0,0,0-99
325,,madurai,1.0,1,-1,1,1,-1,-1,1.0,Vistahara Vilangudi,650.0,3.0,0,0,0,0,0,0-99
326,65.0,madurai,0.4,2,-1,3,1,-1,-1,3.0,Velmurugan Nagar,1188.0,2.0,0,0,0,0,0,0-99
327,55.0,madurai,0.8571428571428571,1,-1,2,0,-1,-1,2.0,Bypass Road,792.0,6.0,0,0,0,0,0,0-99
328,55.0,madurai,0.8571428571428571,2,-1,2,0,-1,-1,2.0,Bypass Road,944.0,6.0,0,0,0,0,0,0-99
329,23.0,madurai,0.5,0,-1,1,1,-1,-1,1.0,Visthara Enclave Vilangudi,450.0,1.0,0,0,0,0,0,0-99
330,26.0,navsari,0.2352941176470588,0,-1,2,0,-1,-1,2.0,"Chikhli, Navsari Navsari",800.0,4.0,0,0,0,0,0,0-99
331,36.0,navsari,1.0,2,270,2,1,-1,0,2.0,Lunsikui,1776.8,5.0,0,1,1,0,0,0-99
332,13.5,navsari,0.6666666666666666,0,-1,2,2,-1,-1,2.0,amalsad plaza apartment station road amalsad Navsari,1070.0,2.0,0,0,0,0,0,0-99
333,40.0,navsari,0.1666666666666667,0,-1,2,0,-1,-1,3.0,Navsari,1120.0,1.0,0,0,0,0,0,0-99
334,26.5,navsari,0.4,0,-1,2,2,-1,1,2.0,Lunsikui,1170.0,2.0,0,0,1,0,0,0-99
335,22.5,navsari,0.6,1,-1,2,2,-1,-1,2.0,university road Navsari,1250.0,3.0,0,0,0,0,0,0-99
336,15.0,navsari,1.0,1,-1,1,0,-1,-1,1.0,Green avenue society zaveri sadak navsari Navsari,560.0,3.0,0,0,0,0,0,0-99
337,25.0,navsari,0.8,0,-1,2,3,-1,0,2.0,Navsari,1080.0,4.0,0,0,0,0,0,0-99
338,16.3,navsari,0.8,0,45,2,2,1,0,2.0,Shantadevi Road,792.0,4.0,1,1,1,0,0,0-99
339,27.0,navsari,0.2,0,90,2,2,-1,1,3.0,Apple Residency Navsari,807.0,1.0,1,0,0,0,0,0-99
340,18.0,navsari,0.875,1,90,2,1,-1,3,1.0,Navsari,650.0,7.0,0,1,1,0,0,0-99
341,35.0,navsari,0.8,2,0,2,2,-1,1,2.0,Sanskardham residency Navsari,1330.0,4.0,0,0,0,0,0,0-99
342,12.0,navsari,1.0,0,90,1,1,-1,-1,1.0,Shantadevi Road,480.0,4.0,0,0,0,0,0,0-99
343,25.0,navsari,1.0,0,90,2,2,-1,0,2.0,Lunsikui,1200.0,4.0,0,0,0,0,0,0-99
344,28.0,navsari,0.25,0,-1,2,0,-1,-1,2.0,Shivalay C block Navsari,700.0,1.0,0,0,0,0,0,0-99
345,21.5,navsari,0.8,1,-1,2,0,-1,-1,2.0,"MAHAVIR SOCIETY, ZAVERI SADAK Navsari",928.0,4.0,0,0,0,0,0,0-99
346,14.5,navsari,0.8,1,45,1,1,-1,1,1.0,Chhapra Road,580.0,4.0,0,0,0,0,0,0-99
347,12.0,navsari,0.5,0,-1,1,0,-1,-1,1.0,Asha Nagar,560.0,2.0,0,0,0,0,0,0-99
348,31.6,navsari,,0,90,2,2,1,0,2.0,Chhapra Road,760.0,,1,0,1,0,0,0-99
349,23.0,navsari,0.8,0,90,2,1,-1,0,1.0,Navsari,1150.0,4.0,0,0,0,0,0,0-99
